s_value,l_value,continent_index,sub,continent_code,continent_label,subs,h_base,h_span,color_continent,h_base_area,color_area,color_hex,color_code,area_code,hue
0.6,0.3,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#1e437a,9,14,0.6
0.6,0.3,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#1e307a,9,15,0.64
0.6,0.3,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#201e7a,9,16,0.67
0.6,0.3,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#331e7a,9,17,0.7
0.6,0.7,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#84a9e0,10,14,0.6
0.6,0.7,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#8496e0,10,15,0.64
0.6,0.7,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#8684e0,10,16,0.67
0.6,0.7,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#9984e0,10,17,0.7
1.0,0.5,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#0065ff,11,14,0.6
1.0,0.5,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#0030ff,11,15,0.64
1.0,0.5,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#0500ff,11,16,0.67
1.0,0.5,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#3a00ff,11,17,0.7
1.0,0.4,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#0051cc,12,14,0.6
1.0,0.4,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#0026cc,12,15,0.64
1.0,0.4,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#0400cc,12,16,0.67
1.0,0.4,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#2e00cc,12,17,0.7
1.0,0.6,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#3284ff,13,14,0.6
1.0,0.6,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#3259ff,13,15,0.64
1.0,0.6,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#3732ff,13,16,0.67
1.0,0.6,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#6132ff,13,17,0.7
1.0,0.3,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#003d99,14,14,0.6
1.0,0.3,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#001d99,14,15,0.64
1.0,0.3,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#030099,14,16,0.67
1.0,0.3,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#230099,14,17,0.7
1.0,0.7,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#65a3ff,15,14,0.6
1.0,0.7,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#6583ff,15,15,0.64
1.0,0.7,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#6965ff,15,16,0.67
1.0,0.7,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#8965ff,15,17,0.7
0.4,0.5,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#4c75b2,16,14,0.6
0.4,0.5,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#4c5fb2,16,15,0.64
0.4,0.5,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#4e4cb2,16,16,0.67
0.4,0.5,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#634cb2,16,17,0.7
0.4,0.4,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#3d5d8e,17,14,0.6
0.4,0.4,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#3d4c8e,17,15,0.64
0.4,0.4,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#3e3d8e,17,16,0.67
0.4,0.4,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#4f3d8e,17,17,0.7
0.4,0.6,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#7090c1,18,14,0.6
0.4,0.6,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#707fc1,18,15,0.64
0.4,0.6,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#7170c1,18,16,0.67
0.4,0.6,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#8270c1,18,17,0.7
0.4,0.3,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#2d466b,19,14,0.6
0.4,0.3,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#2d396b,19,15,0.64
0.4,0.3,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#2f2d6b,19,16,0.67
0.4,0.3,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#3b2d6b,19,17,0.7
0.4,0.7,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#93acd1,20,14,0.6
0.4,0.7,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#939fd1,20,15,0.64
0.4,0.7,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#9593d1,20,16,0.67
0.4,0.7,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#a193d1,20,17,0.7
0.25,0.5,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#5f799f,21,14,0.6
0.25,0.5,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#5f6b9f,21,15,0.64
0.25,0.5,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#605f9f,21,16,0.67
0.25,0.5,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#6e5f9f,21,17,0.7
0.25,0.4,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#4c607f,22,14,0.6
0.25,0.4,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#4c567f,22,15,0.64
0.25,0.4,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#4d4c7f,22,16,0.67
0.25,0.4,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#584c7f,22,17,0.7
0.25,0.6,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#7f93b2,23,14,0.6
0.25,0.6,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#7f89b2,23,15,0.64
0.25,0.6,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#807fb2,23,16,0.67
0.25,0.6,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#8b7fb2,23,17,0.7
0.25,0.3,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#39485f,24,14,0.6
0.25,0.3,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#39405f,24,15,0.64
0.25,0.3,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#3a395f,24,16,0.67
0.25,0.3,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#42395f,24,17,0.7
0.25,0.7,3,0,5,Europe,4,0.6,0.035,#196be5,0.6,#196be5,#9faec5,25,14,0.6
0.25,0.7,3,1,5,Europe,4,0.6,0.035,#196be5,0.64,#1940e5,#9fa6c5,25,15,0.64
0.25,0.7,3,2,5,Europe,4,0.6,0.035,#196be5,0.67,#1d19e5,#a09fc5,25,16,0.67
0.25,0.7,3,3,5,Europe,4,0.6,0.035,#196be5,0.7,#4819e5,#a89fc5,25,17,0.7
0.8,0.5,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#e519d1,1,18,0.85
0.8,0.5,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#e519ac,1,19,0.88
0.8,0.5,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#e51987,1,20,0.91
0.8,0.5,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#e51962,1,21,0.94
0.8,0.5,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#e5193e,1,22,0.97
0.8,0.4,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#b714a7,2,18,0.85
0.8,0.4,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#b71489,2,19,0.88
0.8,0.4,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#b7146c,2,20,0.91
0.8,0.4,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#b7144f,2,21,0.94
0.8,0.4,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#b71431,2,22,0.97
0.8,0.6,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#ea47da,3,18,0.85
0.8,0.6,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#ea47bc,3,19,0.88
0.8,0.6,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#ea479f,3,20,0.91
0.8,0.6,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#ea4782,3,21,0.94
0.8,0.6,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#ea4764,3,22,0.97
0.8,0.3,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#890f7d,4,18,0.85
0.8,0.3,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#890f67,4,19,0.88
0.8,0.3,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#890f51,4,20,0.91
0.8,0.3,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#890f3b,4,21,0.94
0.8,0.3,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#890f25,4,22,0.97
0.8,0.7,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#ef75e3,5,18,0.85
0.8,0.7,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#ef75cd,5,19,0.88
0.8,0.7,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#ef75b7,5,20,0.91
0.8,0.7,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#ef75a1,5,21,0.94
0.8,0.7,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#ef758b,5,22,0.97
0.6,0.5,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#cc32bc,6,18,0.85
0.6,0.5,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#cc32a1,6,19,0.88
0.6,0.5,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#cc3285,6,20,0.91
0.6,0.5,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#cc326a,6,21,0.94
0.6,0.5,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#cc324e,6,22,0.97
0.6,0.4,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#a32896,7,18,0.85
0.6,0.4,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#a32880,7,19,0.88
0.6,0.4,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#a3286a,7,20,0.91
0.6,0.4,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#a32854,7,21,0.94
0.6,0.4,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#a3283e,7,22,0.97
0.6,0.6,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#d65bc9,8,18,0.85
0.6,0.6,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#d65bb3,8,19,0.88
0.6,0.6,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#d65b9d,8,20,0.91
0.6,0.6,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#d65b87,8,21,0.94
0.6,0.6,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#d65b71,8,22,0.97
0.6,0.3,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#7a1e71,9,18,0.85
0.6,0.3,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#7a1e60,9,19,0.88
0.6,0.3,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#7a1e50,9,20,0.91
0.6,0.3,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#7a1e3f,9,21,0.94
0.6,0.3,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#7a1e2f,9,22,0.97
0.6,0.7,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#e084d7,10,18,0.85
0.6,0.7,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#e084c6,10,19,0.88
0.6,0.7,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#e084b6,10,20,0.91
0.6,0.7,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#e084a5,10,21,0.94
0.6,0.7,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#e08495,10,22,0.97
1.0,0.5,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#ff00e5,11,18,0.85
1.0,0.5,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#ff00b7,11,19,0.88
1.0,0.5,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#ff0089,11,20,0.91
1.0,0.5,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#ff005b,11,21,0.94
1.0,0.5,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#ff002d,11,22,0.97
1.0,0.4,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#cc00b7,12,18,0.85
1.0,0.4,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#cc0092,12,19,0.88
1.0,0.4,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#cc006e,12,20,0.91
1.0,0.4,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#cc0049,12,21,0.94
1.0,0.4,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#cc0024,12,22,0.97
1.0,0.6,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#ff32ea,13,18,0.85
1.0,0.6,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#ff32c5,13,19,0.88
1.0,0.6,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#ff32a1,13,20,0.91
1.0,0.6,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#ff327c,13,21,0.94
1.0,0.6,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#ff3257,13,22,0.97
1.0,0.3,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#990089,14,18,0.85
1.0,0.3,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#99006e,14,19,0.88
1.0,0.3,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#990052,14,20,0.91
1.0,0.3,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#990037,14,21,0.94
1.0,0.3,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#99001b,14,22,0.97
1.0,0.7,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#ff65ef,15,18,0.85
1.0,0.7,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#ff65d4,15,19,0.88
1.0,0.7,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#ff65b8,15,20,0.91
1.0,0.7,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#ff659d,15,21,0.94
1.0,0.7,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#ff6581,15,22,0.97
0.4,0.5,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#b24ca8,16,18,0.85
0.4,0.5,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#b24c95,16,19,0.88
0.4,0.5,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#b24c83,16,20,0.91
0.4,0.5,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#b24c71,16,21,0.94
0.4,0.5,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#b24c5e,16,22,0.97
0.4,0.4,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#8e3d86,17,18,0.85
0.4,0.4,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#8e3d77,17,19,0.88
0.4,0.4,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#8e3d69,17,20,0.91
0.4,0.4,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#8e3d5a,17,21,0.94
0.4,0.4,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#8e3d4b,17,22,0.97
0.4,0.6,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#c170b9,18,18,0.85
0.4,0.6,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#c170aa,18,19,0.88
0.4,0.6,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#c1709c,18,20,0.91
0.4,0.6,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#c1708d,18,21,0.94
0.4,0.6,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#c1707e,18,22,0.97
0.4,0.3,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#6b2d64,19,18,0.85
0.4,0.3,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#6b2d59,19,19,0.88
0.4,0.3,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#6b2d4e,19,20,0.91
0.4,0.3,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#6b2d43,19,21,0.94
0.4,0.3,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#6b2d38,19,22,0.97
0.4,0.7,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#d193ca,20,18,0.85
0.4,0.7,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#d193bf,20,19,0.88
0.4,0.7,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#d193b4,20,20,0.91
0.4,0.7,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#d193a9,20,21,0.94
0.4,0.7,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#d1939e,20,22,0.97
0.25,0.5,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#9f5f99,21,18,0.85
0.25,0.5,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#9f5f8d,21,19,0.88
0.25,0.5,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#9f5f82,21,20,0.91
0.25,0.5,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#9f5f76,21,21,0.94
0.25,0.5,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#9f5f6b,21,22,0.97
0.25,0.4,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#7f4c7a,22,18,0.85
0.25,0.4,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#7f4c71,22,19,0.88
0.25,0.4,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#7f4c68,22,20,0.91
0.25,0.4,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#7f4c5e,22,21,0.94
0.25,0.4,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#7f4c55,22,22,0.97
0.25,0.6,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#b27fad,23,18,0.85
0.25,0.6,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#b27fa4,23,19,0.88
0.25,0.6,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#b27f9b,23,20,0.91
0.25,0.6,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#b27f91,23,21,0.94
0.25,0.6,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#b27f88,23,22,0.97
0.25,0.3,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#5f395b,24,18,0.85
0.25,0.3,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#5f3954,24,19,0.88
0.25,0.3,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#5f394e,24,20,0.91
0.25,0.3,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#5f3947,24,21,0.94
0.25,0.3,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#5f3940,24,22,0.97
0.25,0.7,4,0,6,Oceania,5,0.85,0.03,#e519d1,0.85,#e519d1,#c59fc1,25,18,0.85
0.25,0.7,4,1,6,Oceania,5,0.85,0.03,#e519d1,0.88,#e519ac,#c59fba,25,19,0.88
0.25,0.7,4,2,6,Oceania,5,0.85,0.03,#e519d1,0.91,#e51987,#c59fb4,25,20,0.91
0.25,0.7,4,3,6,Oceania,5,0.85,0.03,#e519d1,0.94,#e51962,#c59fad,25,21,0.94
0.25,0.7,4,4,6,Oceania,5,0.85,0.03,#e519d1,0.97,#e5193e,#c59fa6,25,22,0.97
